#
#      UT day (days)  Temperature (c)  rms Temp (c)    d T / dt (C/days)
       67.062500      -3.8467500       3.2606351      -32.880000
       67.072917      -2.8680000       2.9125256       42.633333
       67.083333      -2.9585556       4.6783039       17.820000
       67.093750      -2.4967500       2.6493176      -15.333333
       67.104167      -3.2780000       3.5523634       91.928571
       67.114583     -0.58157143       3.2568974       78.600000
       67.125000      -1.6405000       2.8006058       52.838095
       67.135417      0.51922222       3.9835687      -5.1600000
       67.145833      -1.7480000       3.1258288      -140.74667
       67.156250      -2.4130000       3.6000617      -17.306667
       67.166667      -2.1085556       2.8337745       37.013333
       67.177083      -1.6418889       3.8763528      -12.213333
       67.187500      -2.3630000       2.8521727      -89.933333
       67.197917      -3.5155000       3.9415144      -66.480000
       67.208333      -3.7480000       3.4378975       30.900000
       67.218750      -2.8717500       4.3051412       31.200000
       67.229167      -3.0980000       4.0630072      -12.166667
       67.239583      -3.1252222       3.9473972       17.760000
       67.250000      -2.7280000       4.8795492       23.566667
       67.260417      -2.6342500       3.3297295      -12.000000
       67.270833      -2.9780000       3.6785090       29.100000
       67.281250      -2.0280000       3.7308559       45.840000
       67.291667      -2.0230000       4.1517868       12.300000
       67.302083      -1.7717500       3.6786971      -21.840000
       67.312500      -2.4780000       4.2972375      -26.833333
       67.322917      -2.3307778       3.1110801      -27.600000
       67.333333      -3.0530000       4.9049720      -86.986667
       67.343750      -4.1430000       3.9461514      -40.266667
       67.354167      -3.8918889       4.6393546       17.040000
       67.364583      -3.7880000       3.3875630       10.933333
       67.375000      -3.6641111       4.5440743      -17.520000
       67.385417      -4.1530000       3.8846769      -61.866667
       67.395833      -4.9530000       4.8068527       14.400000
       67.406250      -3.8530000       3.8615088       98.057143
       67.416667      -2.9101429       3.4434029       42.763636
       67.427083      -2.9620909       4.1053513       21.942857
       67.437500      -2.4530000       3.6954605       92.356364
       67.447917      -1.0380000       4.4520938       82.400000
       67.458333     -0.73633333       3.7191229       161.41333
       67.468750       2.3247778       4.1378671       85.360000
       67.479167       1.0420000       3.8908332       111.20000
       67.489583       4.6414444       4.5759182       138.37333
       67.500000       3.9247778       4.4570247       64.826667
       67.510417       5.9920000       4.1989053       20.000000
       67.520833       4.3414444       3.3626110      -37.360000
       67.531250       5.2136667       2.9162262      -12.933333
       67.541667       4.0720000       1.2389512       56.114286
       67.552083       6.3827143       3.5989251       133.80000
       67.562500       6.8595000       2.8443867       70.285714
       67.572917       7.8470000       2.5122201       85.800000
       67.583333       8.6470000       2.6054030      -12.000000
       67.593750       7.5970000       1.7034279      -64.800000
       67.604167       7.2970000       3.5663357     -0.48000000
       67.614583       7.5870000       2.3725045       17.400000
       67.625000       7.6595000       3.7460217       19.413333
       67.635417       7.9914444       2.7877460      -29.400000
       67.645833       7.0470000       3.3193561      -22.773333
       67.656250       7.5170000       1.6200480       51.900000
       67.666667       8.1282500       2.5264229      -56.693333
       67.677083       6.3358889       1.5519701      -106.75714
       67.687500       5.9041429       2.8153491      -76.533333
       67.697917       4.7414444       2.9390097      -50.400000
       67.708333       4.8541429       3.0761757       68.906667
       67.718750       6.1770000       4.4835006       71.923810
       67.729167       6.3525556       4.0236368      -12.960000
       67.739583       5.9070000       4.4267997      -53.333333
       67.750000       5.2414444       3.4519419      -16.213333
       67.760417       5.5692222       4.1645911      -23.253333
       67.770833       4.7570000       3.0611182      -18.466667
       67.781250       5.1845000       3.8773841       22.800000
       67.791667       5.2320000       2.9315383       46.800000
       67.802083       6.1595000       3.7757450      -6.2618182
       67.812500       5.1015455       3.0262563      -56.485714
       67.822917       4.9827143       3.3822717      -62.618182
       67.833333       3.7970000       2.7222463      -151.31429
       67.843750       1.8303333       2.4094951      -91.680000
       67.854167       1.8870000       2.3604143       54.971429
       67.864583       2.9755714       3.7829505       65.498182
       67.875000       3.2515455       3.3855911      -46.071429
       67.885417       2.0157500       3.1872444      -28.058182
       67.895833       2.6670000       3.2776346      -35.833333
       67.906250       1.2692222       3.0238749      -54.560000
       67.916667       1.5303333       3.4377500      -35.386667
       67.927083      0.53200000       2.3622082      -39.466667
       67.937500      0.70811111       2.7780139      -14.880000
       67.947917      0.22200000       1.6389783      -41.633333
       67.958333     -0.15925000       2.3854376      -70.266667
       67.968750      -1.2418889      0.90753023      -54.900000
       67.979167      -1.3030000       1.0839742      -39.893333
       67.989583      -2.0730000      0.85218673      -46.800000
       68.000000      -2.2780000       2.0152543      -16.320000
       68.010417      -2.4130000       1.4557930      -37.200000
       68.020833      -3.0530000       1.9280819      -10.647273
       68.031250      -2.6348182       1.8565119       5.1000000
       68.041667      -2.9467500       1.9938186       15.327273
       68.052083      -2.3155000       2.0002415      -5.7857143
       68.062500      -3.0672857       3.0428488      -40.636364
       68.072917      -3.1620909       2.9532032       13.285714
       68.083333      -2.7905000       3.7806604       10.276364
       68.093750      -2.9480000       3.1928262       42.066667
       68.104167      -1.9141111       3.5767284      -4.7400000
       68.114583      -3.0467500       2.6833398      -11.466667
       68.125000      -2.1530000       2.5680732      -33.600000
       68.135417      -3.7467500       2.1678557      -59.100000
       68.145833      -3.3842500       1.4488758       39.300000
       68.156250      -2.9280000       2.8907179       24.166667
       68.166667      -2.8807778       1.9069136      -6.5333333
       68.177083      -3.0641111       3.1442187      -38.986667
       68.187500      -3.6930000       2.7074794       33.833333
       68.197917      -2.3592500       3.3158103       39.360000
       68.208333      -2.8730000       2.7993253      -31.800000
       68.218750      -3.0217500       4.3335022      -46.080000
       68.229167      -3.8330000       3.3807626      -15.633333
       68.239583      -3.3474444       4.8692559      -30.826667
       68.250000      -4.4752222       4.2370473      -29.333333
       68.260417      -3.9585556       4.1229119      -45.733333
       68.270833      -5.4280000       2.8191944      -40.833333
       68.281250      -4.8092500       2.3257007       50.228571
       68.291667      -4.3815714       2.2845235       15.660000
       68.302083      -4.4830000       3.0407601       53.271429
       68.312500      -3.2717500       3.6244150      -24.523636
       68.322917      -4.9939091       2.8220399      -2.3000000
       68.333333      -3.3196667       4.7009219      -10.036364
       68.343750      -5.2030000       3.8891676      -5.3714286
       68.354167      -3.4315714       4.6292419      -1.8666667
       68.364583      -5.2418889       3.7750644       15.504762
       68.375000      -3.1085556       4.1948960       49.333333
       68.385417      -4.2141111       4.0263800       61.706667
       68.395833      -1.8230000       4.3098208      -23.466667
       68.406250      -4.7030000       2.8628657      -18.582857
       68.416667      -2.2101429       1.2686701       68.640000
       68.427083      -3.2730000       3.0621888      -40.157143
       68.437500      -3.0467500       3.7267793       114.56000
       68.447917     -0.88633333       4.3194521       198.90000
       68.458333       1.0970000       4.9724868       217.25714
       68.468750       3.6398571       4.9665069       119.70000
       68.479167       3.5907500       4.4570520      -26.057143
       68.489583       3.0970000       2.4676478      0.64285714
       68.500000       3.6041429       2.2331645       42.480000
       68.510417       3.9820000       1.5679162       47.057143
       68.520833       4.5845000       1.7987595       79.320000
       68.531250       5.6345000       2.4456013       51.000000
       68.541667       5.6470000       2.8160256       12.333333
       68.552083       5.8914444       2.7210343       18.600000
       68.562500       6.0345000       3.2942817       23.066667
       68.572917       6.3720000       3.1065599       8.7600000
       68.583333       6.2170000       3.1270193       67.866667
       68.593750       7.7858889       4.3676923       224.98286
       68.604167       10.904143       6.1218481       22.937333
       68.614583       8.2637500       5.6958094      -11.238857
       68.625000       10.670000       6.5284873       34.510286
       68.635417       8.9827143       5.8104586      -42.970667
       68.645833       9.7747778       5.5072742       47.785714
       68.656250       9.9782500       4.0405036       49.306667
       68.666667       10.802000       3.9986421      -28.200000
       68.677083       9.3907500       3.5664546       2.6400000
       68.687500       10.857000       3.6051506       3.1000000
       68.697917       9.4553333       2.3552955      -20.365714
       68.708333       10.432714       3.5571190      -64.800000
       68.718750       8.1053333       6.1344451      -195.31429
       68.729167       6.3636667       3.6623308      -65.733333
       68.739583       6.7358889       4.4607159       32.000000
       68.750000       7.0303333       4.5828666      -2.3466667
       68.760417       6.6870000       4.7924594      -14.400000
       68.770833       6.7303333       4.1934075      -39.600000
       68.781250       5.8620000       4.6522426      -80.320000
       68.791667       5.0570000       4.5234666      -27.120000
       68.802083       5.2970000       4.6103145       40.320000
       68.812500       5.8970000       3.6154760       18.600000
       68.822917       5.6845000       2.8732406      -11.314286
       68.833333       5.6612857       2.1196923      -69.000000
       68.843750       4.2470000       2.4931155      -96.205714
       68.854167       3.6570000       2.7924899      -104.22857
       68.864583       2.0755714       2.9278629      -108.88000
       68.875000       1.3886667       3.0110491       29.142857
       68.885417       2.6827143       3.0833848       61.466667
       68.895833       2.6692222       3.3387976      -6.5142857
       68.906250       2.5470000       2.6653643      -58.933333
       68.916667       1.4414444       2.8696085      -80.000000
       68.927083      0.88033333       2.1896727      -57.333333
       68.937500      0.24700000       2.1147629      -24.000000
       68.947917      0.38033333       1.9187670      -26.000000
       68.958333     -0.29466667       1.7167402      -8.8000000
       68.968750      0.19700000       1.0737784      -6.8000000
       68.979167     -0.43633333       1.0892728      -16.200000
       68.989583     -0.14050000      0.82094965      -5.0000000
       69.000000     -0.54050000      0.97414492      -59.914286
       69.010417      -1.3887143      0.99319111      -45.000000
       69.020833      -1.4780000       1.2209969      -15.685714
       69.031250      -1.7155000      0.62664070      -16.200000
       69.041667      -1.8155000       1.2058019      -33.000000
       69.052083      -2.4030000       1.6458281      -82.371429
       69.062500      -3.5315714       1.7918466       6.5142857
       69.072917      -2.2672857       2.1971031       20.228571
       69.083333      -3.1101429       2.1641836       28.525714
       69.093750      -1.6730000       1.9506694       15.042857
       69.104167      -2.7967500       2.3138461       25.920000
       69.114583      -1.1330000       2.3862104       85.566667
       69.125000      -1.0141111       3.9751398       52.525714
       69.135417    -0.038714286       2.3728875       79.733333
       69.145833      0.64700000       3.3298649      -22.285714
       69.156250     -0.50300000       3.4432301       43.200000
       69.166667       1.5470000       4.3456875      -87.600000
       69.177083      -2.3280000       3.3904482      -150.51429
       69.187500      -1.5887143       3.1703988      -14.800000
       69.197917      -2.6363333       3.2924155      -15.771429
       69.208333      -1.9172857       4.0348187      -54.800000
       69.218750      -3.7780000       2.7414803      -64.800000
       69.229167      -3.2672857       2.6033175      -7.8666667
       69.239583      -3.9418889       2.6778930       7.6190476
       69.250000      -3.1085556       2.2738245       81.786667
       69.260417      -2.2380000       4.7632301       67.466667
       69.270833      -1.7030000       3.6901897       62.708571
       69.281250     -0.93157143       5.1454557       20.571429
       69.291667      -1.2744286       2.4709744       30.651429
       69.302083     -0.29300000       3.4859360      -33.942857
       69.312500      -1.9815714       1.9345234      -105.28000
       69.322917      -2.4863333       4.3428869      -110.89524
       69.333333      -4.2918889       3.3042376      -45.800000
       69.343750      -3.4405000       2.9955622      -45.833333
       69.354167      -5.2467500       3.3356770      -16.800000
       69.364583      -3.7905000       2.6107949      -7.8000000
       69.375000      -5.4092500       2.6540316      -1.2000000
       69.385417      -3.8155000       2.5748440       21.660000
       69.395833      -4.9580000       2.5007166       9.9000000
       69.406250      -3.6092500       3.0057608       68.400000
       69.416667      -3.5330000       3.9248638       38.014286
       69.427083      -2.8172857       3.3910070       131.04000
       69.437500     -0.80300000       2.5489213       14.400000
       69.447917      -2.5172857       1.4698963      -17.600000
       69.458333      -1.1696667       1.1754432       62.057143
       69.468750      -1.2244286       2.2360414       81.866667
       69.479167      0.53588889       2.8670300       73.714286
       69.489583      0.31128571       2.0529885       86.933333
       69.500000       2.3470000       2.0635225       77.714286
       69.510417       1.9303333       1.6237816       39.466667
       69.520833       3.1692222       1.2372124       52.228571
       69.531250       3.0184286       2.0385569       21.624242
       69.541667       3.6197273       1.9551680       83.271429
       69.552083       4.7532500       1.9276999       90.545455
       69.562500       5.5060909       2.0828848       66.500000
       69.572917       6.1386667       2.0768767       114.76364
       69.583333       7.8970000       2.6326476       106.48000
       69.593750       8.3570000       2.5355966       68.228571
       69.604167       9.3184286       2.9870355       17.005714
       69.614583       8.7112857       4.0036144      -13.714286
       69.625000       9.0327143       2.7022698       21.180952
       69.635417       9.1525556       4.1286684      -3.3142857
       69.645833       8.9636667       4.6670833     -0.53333333
       69.656250       9.1414444       4.1402328      -29.257143
       69.666667       8.3541429       3.0969647      -85.653333
       69.677083       7.3570000       2.9940497      -10.842857
       69.687500       8.1282500       3.4361458       31.440000
       69.697917       8.0120000       3.6285175       22.500000
       69.708333       8.5970000       3.8616244      -53.220000
       69.718750       6.9032500       2.9909909      -97.200000
       69.729167       6.5720000       2.7841965      -78.128571
       69.739583       5.2755714       2.9654760      -62.000000
       69.750000       5.2803333       2.1132124      -47.271429
       69.760417       4.2907500       1.7611760       17.600000
       69.770833       5.6470000       2.0617260       34.585714
       69.781250       5.0112857       3.3809163       29.866667
       69.791667       6.2692222       2.3151824      -24.285714
       69.802083       4.5053333       1.8279542      -56.533333
       69.812500       5.0914444       1.5800404      -69.100000
       69.822917       3.0657500       3.0118738      -59.733333
       69.833333       3.8470000       2.2347011       23.633333
       69.843750       3.5581111       3.6348812      -9.3600000
       69.854167       3.6520000       2.9633361      -11.933333
       69.864583       3.3095000       3.4066898      -24.640000
       69.875000       3.1386667       3.2777152      -74.700000
       69.885417       1.7532500       3.3680683      -114.32000
       69.895833      0.75700000       2.6261664      -31.800000
       69.906250       1.0907500       2.8616226       15.634286
       69.916667       1.0827143       1.9802597      -23.400000
       69.927083      0.60325000       2.2952494      -41.914286
       69.937500      0.20950000       1.8114221      -57.000000
       69.947917     -0.58425000       1.8392424      -62.700000
       69.958333      -1.0967500       1.0594599      -41.700000
       69.968750      -1.4530000       1.2162589      -36.780000
       69.979167      -1.8630000      0.97176815      -6.0000000
       69.989583      -1.5780000       1.3755518      -6.7200000
       70.000000      -2.0030000       1.4836610      -6.9000000
       70.010417      -1.7217500       1.2966819       19.800000
       70.020833      -1.5905000       1.3300219       25.242857
       70.031250      -1.1958571       1.5120154     -0.60000000
       70.041667      -1.6030000      0.97915780      -70.742857
       70.052083      -2.6696667       2.3620701      -95.040000
       70.062500      -3.5830000       1.9018412      -12.700000
       70.072917      -2.9342500       3.3321955       14.040000
       70.083333      -3.2905000       2.3854844      -23.871429
       70.093750      -3.4315714       3.1873261      -15.000000
       70.104167      -3.6030000       1.5866632      -30.428571
       70.114583      -4.0655000       2.5244165       14.640000
       70.125000      -3.2980000       1.4695899       18.300000
       70.135417      -3.6842500       3.1306021       37.440000
       70.145833      -2.5180000       2.3102489       18.300000
       70.156250      -3.3030000       2.4869660       20.605714
       70.166667      -2.0887143       1.7820200       46.800000
       70.177083      -2.3280000       1.7741900       60.514286
       70.187500     -0.82800000       2.2382471      -57.000000
       70.197917      -3.5155000       2.6739150      -100.20000
       70.208333      -2.9155000       4.1235170       22.500000
       70.218750      -3.0467500       3.3577668       15.300000
       70.229167      -2.5967500       4.9265634      -29.400000
       70.239583      -3.6592500       2.1063573      -125.78571
       70.250000      -5.2172857       3.5479706      -30.100000
       70.260417      -4.2863333       2.0518285      -11.847619
       70.270833      -5.4641111       1.9298280       49.120000
       70.281250      -3.2630000       3.6060751       44.266667
       70.291667      -4.5418889       3.5375466       34.380000
       70.302083      -2.5467500       4.3791256       99.866667
       70.312500      -2.4613333       3.4645947       104.10000
       70.322917     -0.37800000       3.2243992       4.8000000
       70.333333      -2.3613333       2.7030384      -117.77143
       70.343750      -2.8315714       4.3893676      -115.60000
       70.354167      -4.7696667       3.9892825      -4.1142857
       70.364583      -2.9172857       5.5283899       3.2000000
       70.375000      -4.7030000       4.8032727      -35.657143
       70.385417      -3.6601429       4.7022538      -4.0000000
       70.395833      -4.7863333       1.6475360      -60.557143
       70.406250      -4.9217500       1.4217538      -5.6000000
       70.416667      -4.9030000       1.5389390       49.800000
       70.427083      -3.8842500       4.5907467       95.280000
       70.437500      -2.9180000       5.3128278       97.500000
       70.447917      -1.8530000       4.7357154       172.72000
       70.458333      0.68033333       5.5582971       101.14286
       70.468750      0.25414286       3.5013603       15.885714
       70.479167       1.0112857       2.8069429       113.65714
       70.489583       2.6220000       2.7486360       215.31429
       70.500000       5.4970000       4.4805134       151.20000
       70.510417       5.7720000       3.8218358       15.900000
       70.520833       5.8282500       1.8390482      -19.500000
       70.531250       5.3657500       3.1488022      -7.3285714
       70.541667       5.6755714       2.9755752       4.3800000
       70.552083       5.4570000       2.1453826       11.828571
       70.562500       5.9220000       1.5836215       79.810909
       70.572917       7.1197273       2.6299585       49.200000
       70.583333       6.9470000       1.9433035       59.509091
       70.593750       8.3595000       5.3436043       81.600000
       70.604167       8.6470000       4.8128734       36.300000
       70.614583       9.1157500       4.1224072     -0.48000000
       70.625000       8.6370000       3.1333688      -15.566667
       70.635417       8.7914444       3.7399402      -54.034286
       70.645833       7.5112857       1.5096121      -43.833333
       70.656250       7.8782500       1.5403936       41.914286
       70.666667       8.3845000       1.4652523       18.728571
       70.677083       8.2684286       2.0340553       13.400000
       70.687500       8.6636667       2.3280893      -43.628571
       70.697917       7.3595000       2.0081530      -95.600000
       70.708333       6.6720000       1.9225634      -11.700000
       70.718750       7.1157500       1.9899637       70.560000
       70.729167       8.1420000       2.4111374       9.9000000
       70.739583       7.3220000       2.5467136      -36.788571
       70.750000       7.3755714       3.1964638      -72.400000
       70.760417       5.8136667       1.8996491      -99.371429
       70.770833       5.3053333       2.9489687       62.500000
       70.781250       7.1157500       1.9018670       66.114286
       70.791667       6.6827143       1.8785443      -29.166667
       70.802083       6.5081111       1.7884661      -28.800000
       70.812500       6.0827143       1.6463885      -24.533333
       70.822917       5.9970000       2.7370474      -69.600000
       70.833333       4.6327143       1.5784260      -108.53333
       70.843750       3.7358889       2.9542107      -100.11429
       70.854167       2.5470000       2.4563693      -3.5466667
       70.864583       3.6620000       2.2797478      -15.200000
       70.875000       2.2303333       2.0816160      -37.320000
       70.885417       2.8845000       1.7332360      -45.200000
       70.895833       1.2886667       1.9111297      -91.628571
       70.906250      0.97557143       2.0691901      -73.200000
       70.916667     -0.23633333       1.5383974      -70.628571
       70.927083     -0.49585714       1.7280597      -28.700000
       70.937500     -0.83425000       1.2845059      -12.042857
       70.947917     -0.74675000       1.8176589      -14.233333
       70.958333      -1.1307778       1.5670656      -47.271429
       70.968750      -1.7315714       1.9970514      -26.666667
       70.979167      -1.6863333       2.1078721      -32.571429
       70.989583      -2.4101429       1.9090636      -24.320000
       71.000000      -2.1930000       1.9632244       7.5428571
       71.010417      -2.2530000       1.8103867      -25.165714
       71.020833      -2.7172857       2.4788630       28.800000
       71.031250      -1.6530000       1.9332615       50.485714
       71.041667      -1.6655000       2.3008603      0.60000000
       71.052083      -1.6405000       1.8787819      -7.5600000
       71.062500      -1.8230000       2.7790736      -70.200000
       71.072917      -3.1030000       3.5606982       22.560000
       71.083333      -1.3530000       3.8556082       2.4000000
       71.093750      -3.0530000       3.4416566       25.333333
       71.104167     -0.82522222       4.2687170      -16.000000
       71.114583      -3.3863333       3.1590610      -71.733333
       71.125000      -2.3196667       2.1600058      -34.400000
       71.135417      -4.1030000       2.2365471      -40.720000
       71.145833      -3.1680000       2.0945763       79.466667
       71.156250      -2.4474444       3.6561972       7.1200000
       71.166667      -3.0196667       3.6116132       4.5333333
       71.177083      -2.3530000       4.9944135       42.400000
       71.187500      -2.1363333       4.3089055       20.571429
       71.197917      -1.9244286       3.7669458       19.360000
       71.208333      -1.7330000       3.7162817      -125.93143
       71.218750      -4.5480000       3.3296188      -178.56000
       71.229167      -5.4530000       4.1597776      -42.130909
       71.239583      -5.4257273       3.6020386       36.000000
       71.250000      -4.7030000       4.7528939       18.850909
       71.260417      -5.0330000       4.1092849      -6.8000000
       71.270833      -4.8446667       3.1920866      -53.280000
       71.281250      -6.1430000       2.2850723      -14.500000
       71.291667      -5.1467500       2.5766032       71.280000
       71.302083      -4.6580000       4.5381378       90.000000
       71.312500      -3.2717500       4.6231512       86.040000
       71.322917      -2.8655000       5.5621649       2.1000000
       71.333333      -3.2280000       2.6500472       13.800000
       71.343750      -2.5780000       3.9674614      -18.000000
       71.354167      -3.6030000       3.8578923      -29.657143
       71.364583      -3.1958571       5.1078721      -89.600000
       71.375000      -5.4696667       4.2593280      -34.542857
       71.385417      -3.9155000       4.1175365       6.2000000
       71.395833      -5.3405000       4.1271531      -19.971429
       71.406250      -4.3315714       4.2885368      -27.000000
       71.416667      -5.9030000       2.4401588      -69.942857
       71.427083      -5.7887143       2.1347744      -17.236364
       71.437500      -6.2620909       2.0253170       119.31429
       71.447917      -3.3030000       3.0725939       233.23636
       71.458333      -1.4030000       4.1187377       205.44000
       71.468750      0.97700000       3.9646248       234.17143
       71.479167       3.4755714       4.6984800      -46.640000
       71.489583    0.0053333333       4.4643495      -106.97143
       71.500000       1.2470000       3.5244047       48.285714
       71.510417       1.0112857       3.9956971       93.900000
       71.520833       3.2032500       2.5675777       50.057143
       71.531250       2.0541429       3.5359379       32.100000
       71.541667       3.8720000       3.1524367       49.523810
       71.552083       3.0858889       3.5078285       22.457143
       71.562500       4.3398571       3.2338610       30.533333
       71.572917       3.7220000       2.7589501       20.442857
       71.583333       4.7657500       3.0142445       90.480000
       71.593750       5.6070000       2.7892452       85.500000
       71.604167       6.5470000       2.2032444       86.220000
       71.614583       7.4032500       3.2533979       51.360000
       71.625000       7.6170000       2.0141996      -21.900000
       71.635417       6.9470000       5.2810307      -80.760000
       71.645833       5.9345000       4.2002728      -50.160000
       71.656250       5.9020000       3.5146874      -29.800000
       71.666667       5.3136667       2.5341008       2.1600000
       71.677083       5.9470000       3.0646733       33.600000
       71.687500       6.0136667       2.7629091       24.533333
       71.697917       6.4581111       3.4847684       38.971429
       71.708333       6.8255714       2.9757152      -29.573333
       71.718750       5.8420000       2.8123191     -0.47142857
       71.729167       6.8157500       2.9072493       41.040000
       71.739583       6.6970000       1.8829646       48.166667
       71.750000       7.8192222       1.9154163       43.885714
       71.760417       7.6112857       1.3576064      -6.2666667
       71.770833       7.6886667       2.1601890      -77.485714
       71.781250       5.9970000       1.9636700      -133.65714
       71.791667       4.9041429       2.8768369      -40.457143
       71.802083       5.1541429       1.2427887      -28.542857
       71.812500       4.3095000       1.8222337      -3.6428571
       71.822917       5.0782500       1.9847521      -39.600000
       71.833333       3.4845000       1.8650450      -18.833333
       71.843750       4.6858889       1.5045302      -40.542857
       71.854167       2.6398571       2.1547290      -69.333333
       71.864583       3.2414444       1.4204851      -14.323810
       71.875000       2.3414444       1.0447621      -41.066667
       71.885417       2.3858889      0.80652719      -41.333333
       71.895833       1.4803333       1.2051971      -43.009524
       71.906250       1.4898571       1.2862829       15.200000
       71.916667       1.7970000       1.2521981      -101.82857
       71.927083     -0.63157143       1.8694601      -106.62857
       71.937500     -0.42442857       1.9032554      -39.771429
       71.947917      -1.4601429       2.0317129      -66.704762
       71.958333      -1.8141111       1.7581556      -51.771429
       71.968750      -2.5387143       1.7240249      -46.666667
       71.979167      -2.7863333       1.7128193      -24.285714
       71.989583      -3.0446667       1.8559140      -5.0000000
       72.000000      -2.8905000       2.4823964       22.880000
       72.010417      -2.5680000       2.4344803      -20.333333
       72.020833      -3.3141111       2.8436088       9.4472727
       72.031250      -2.3711818       2.8044850      -21.066667
       72.041667      -3.7530000       2.7815720       11.972727
       72.052083      -2.1217500       2.3139233       39.360000
       72.062500      -2.9330000       2.2021580      -11.442857
       72.072917      -2.3601429       1.9785156      -15.360000
       72.083333      -3.2530000       1.5310127      -57.257143
       72.093750      -3.5530000       2.4574716      -22.500000
       72.104167      -3.7217500       1.5750142      -22.628571
       72.114583      -4.0244286       1.9599866      -3.6000000
       72.125000      -3.7967500       1.3720260       5.2285714
       72.135417      -3.9155000       2.1576690      -14.700000
       72.145833      -4.1030000       1.7412280      -5.7000000
       72.156250      -4.0342500       2.5166499      -12.720000
       72.166667      -4.3680000       1.5418333      -7.8000000
       72.177083      -4.1967500       2.1203836      -10.320000
       72.187500      -4.5830000       1.5629744       5.3000000
       72.197917      -4.0863333       2.6043553       2.8114286
       72.208333      -4.5244286       1.9206894       13.942857
       72.218750      -3.7958571       1.7217793      -13.371429
       72.229167      -4.8030000       1.9705329      -55.809524
       72.239583      -4.9585556       2.4489085      -39.428571
       72.250000      -5.6244286       1.8126539       6.8666667
       72.260417      -4.8155000       2.0502178       39.428571
       72.270833      -4.8030000       1.6393596       16.200000
       72.281250      -4.4780000       2.5788979       34.971429
       72.291667      -4.0744286       2.0714039      -50.640000
       72.302083      -5.5330000       2.5475696      -22.671429
       72.312500      -4.5467500       2.3116842       17.803636
       72.322917      -5.1620909       2.4696982       24.300000
       72.333333      -4.0405000       2.3650355       12.136364
       72.343750      -4.9092500       2.5571242     -0.60000000
       72.354167      -4.0530000       1.9623965      -16.100000
       72.364583      -5.2446667       2.6308585      -48.400000
       72.375000      -5.0613333       2.9307707      -36.400000
       72.385417      -6.0030000       2.7190685      -76.100000
       72.395833      -6.6467500       1.9325109      0.60000000
       72.406250      -5.9905000       1.6470211       23.400000
       72.416667      -6.1592500       1.8026642       59.100000
       72.427083      -4.7592500       2.3295367       1.5000000
       72.437500      -6.1280000       2.7435639       3.5000000
       72.447917      -4.6863333       1.8557344       130.26667
       72.458333      -3.4141111       1.2975404       122.93333
       72.468750      -2.1252222       1.1180650       153.86667
       72.479167     -0.20855556       1.4200450       163.92381
       72.489583       1.2898571       1.9965446       207.62667
       72.500000       4.1170000       3.8811403       46.542857
       72.510417       2.2595000       2.9901923      -89.760000
       72.520833       2.2470000       2.5843278      -1.0800000
       72.531250       2.2370000       1.5203801       3.2000000
       72.541667       2.3136667       1.8189741       52.746667
       72.552083       3.3358889       2.5328810       117.82857
       72.562500       4.7684286       3.9650407       62.633333
       72.572917       4.6407500       2.8275984       40.457143
       72.583333       5.6112857       4.3547593       33.633333
       72.593750       5.3414444       2.0602555       35.047619
       72.604167       6.3414444       3.0579246       51.626667
       72.614583       6.4170000       2.1711748      -39.466667
       72.625000       5.5192222       1.7233889       14.468571
       72.635417       6.7184286       2.3410925       57.219048
       72.645833       6.7112857       3.3577912      -22.228571
       72.656250       6.2553333       1.8037230      -75.428571
       72.666667       5.1398571       1.3321125      -30.571429
       72.677083       5.6184286       2.3057640       78.042857
       72.687500       6.7657500       2.1233292      -3.4285714
       72.697917       5.5470000       1.9500916      -3.3000000
       72.708333       6.6970000       1.7143998       53.066667
       72.718750       6.6525556       1.6365827       3.7714286
       72.729167       6.7755714       2.3827255      -26.133333
       72.739583       6.1081111       2.0824832      -48.571429
       72.750000       5.7636667       1.9356846      -34.373333
       72.760417       5.3920000       1.9368431       6.9333333
       72.770833       5.9081111       1.3831074      -22.388571
       72.781250       4.9255714       1.9163457      -56.933333
       72.791667       4.7220000       1.4912243      -71.771429
       72.802083       3.4303333       1.8291164      -66.000000
       72.812500       3.3470000       2.6025628       22.057143
       72.822917       3.8898571       2.8785744      -2.9333333
       72.833333       3.2858889       2.3265825      -40.757143
       72.843750       3.0407500       1.8103744      -66.666667
       72.854167       1.8970000       2.2371857      -58.328571
       72.864583       1.8255714       2.4921305      -70.800000
       72.875000      0.42200000       2.2567359      -31.971429
       72.885417       1.1595000       2.0734288      0.24000000
       72.895833      0.42700000       2.4555153      -44.600000
       72.906250      0.23033333       1.7721809      -6.5066667
       72.916667      0.29144444       1.1636270      -25.257143
       72.927083     -0.29585714      0.75245630      -44.533333
       72.937500     -0.63633333      0.60553007      -80.914286
       72.947917      -1.9815714       1.2635457      -50.000000
       72.958333      -1.6780000       1.2444878      -52.628571
       72.968750      -3.0780000       1.0589752      -53.314286
       72.979167      -2.7887143       1.1382422      -44.400000
       72.989583      -4.0030000      0.92697665      -57.685714
       73.000000      -3.9905000       1.2592160       21.000000
       73.010417      -3.5655000       2.0095753      -5.4000000
       73.020833      -4.1030000       2.3304506      -4.6800000
       73.031250      -3.6630000       2.4339953      -21.257143
       73.041667      -4.5458571       2.5702511      -26.792727
       73.052083      -4.2211818       2.0126193       24.457143
