#      
#    UT day (days)    tau225         rms tau225       d tau225/dt (1/day)
       4.7916667      -999.00000      -999.00000      -999.00000
       4.8020833      -999.00000      -999.00000      -999.00000
       4.8125000     0.061650000    0.0074246212     -0.54918095
       4.8229167      -999.00000      -999.00000      -999.00000
       4.8333333     0.048850000   0.00077781746     0.055200000
       4.8437500      -999.00000      -999.00000      -999.00000
       4.8541667     0.063950000     0.011525841      0.44040000
       4.8645833      -999.00000      -999.00000      -999.00000
       4.8750000     0.067200000   0.00056568542      0.15960000
       4.8854167      -999.00000      -999.00000      -999.00000
       4.8958333     0.070600000   0.00070710678     0.054400000
       4.9062500     0.070600000   0.00070710678       0.0000000
       4.9166667     0.070600000   0.00070710678       0.0000000
       4.9270833     0.070600000   0.00070710678       0.0000000
       4.9375000     0.070600000   0.00070710678       1.8360000
       4.9479167      0.10885000     0.021001071       2.3928000
       4.9583333      -999.00000      -999.00000      -999.00000
       4.9687500      0.10540000     0.037335238       4.2876000
       4.9791667      -999.00000      -999.00000      -999.00000
       4.9895833      0.28750000      0.13449171       15.902400
       5.0000000      0.49045000      0.38813091       8.8272000
       5.0104167      -999.00000      -999.00000      -999.00000
       5.0208333      0.23035000     0.034718943      -10.066819
       5.0312500      -999.00000      -999.00000      -999.00000
       5.0416667      -999.00000      -999.00000      -999.00000
       5.0520833      -999.00000      -999.00000      -999.00000
       5.0625000      -999.00000      -999.00000      -999.00000
       5.0729167      -999.00000      -999.00000      -999.00000
       5.0833333      -999.00000      -999.00000      -999.00000
       5.0937500      0.11340000    0.0086267027      -1.8049524
       5.1041667      -999.00000      -999.00000      -999.00000
       5.1145833     0.074600000     0.035355339      -1.0368000
       5.1250000      -999.00000      -999.00000      -999.00000
       5.1354167     0.070200000     0.021496046     -0.52080000
       5.1458333      -999.00000      -999.00000      -999.00000
       5.1562500     0.052900000    0.0073539105     -0.60960000
       5.1666667      -999.00000      -999.00000      -999.00000
       5.1770833     0.044800000    0.0012727922     -0.32129524
       5.1875000      -999.00000      -999.00000      -999.00000
       5.1979167      -999.00000      -999.00000      -999.00000
       5.2083333      -999.00000      -999.00000      -999.00000
       5.2187500      -999.00000      -999.00000      -999.00000
       5.2291667      -999.00000      -999.00000      -999.00000
       5.2395833      -999.00000      -999.00000      -999.00000
       5.2500000     0.038600000    0.0018384776     0.053904762
       5.2604167      -999.00000      -999.00000      -999.00000
       5.2708333     0.040550000    0.0034648232     0.046800000
       5.2812500      -999.00000      -999.00000      -999.00000
       5.2916667     0.040550000   0.00063639610    -0.019200000
       5.3020833      -999.00000      -999.00000      -999.00000
       5.3125000     0.039750000   0.00091923882   -0.0032000000
       5.3229167     0.039900000    0.0014142136    0.0062857143
       5.3333333      -999.00000      -999.00000      -999.00000
       5.3437500      -999.00000      -999.00000      -999.00000
       5.3541667      -999.00000      -999.00000      -999.00000
       5.3645833      -999.00000      -999.00000      -999.00000
       5.3750000      -999.00000      -999.00000      -999.00000
       5.3854167     0.037250000    0.0010606602     -0.17620000
       5.3958333      -999.00000      -999.00000      -999.00000
       5.4062500     0.032650000   0.00063639610     -0.11520000
       5.4166667      -999.00000      -999.00000      -999.00000
       5.4270833     0.032450000    0.0014849242      0.11160000
       5.4375000      -999.00000      -999.00000      -999.00000
       5.4479167     0.037300000    0.0053740115     0.080400000
       5.4583333      -999.00000      -999.00000      -999.00000
       5.4687500     0.035800000    0.0021213203    -0.049600000
       5.4791667      -999.00000      -999.00000      -999.00000
       5.4895833      -999.00000      -999.00000      -999.00000
       5.5000000      -999.00000      -999.00000      -999.00000
       5.5104167      -999.00000      -999.00000      -999.00000
       5.5208333      -999.00000      -999.00000      -999.00000
       5.5312500      -999.00000      -999.00000      -999.00000
       5.5416667     0.037900000    0.0016970563   0.00080000000
       5.5520833      -999.00000      -999.00000      -999.00000
       5.5625000     0.037750000   0.00091923882     0.087600000
       5.5729167      -999.00000      -999.00000      -999.00000
       5.5833333     0.041550000    0.0028991378      0.16800000
       5.5937500      -999.00000      -999.00000      -999.00000
       5.6041667     0.044750000    0.0028991378       1.2936000
       5.6145833      -999.00000      -999.00000      -999.00000
       5.6250000     0.095450000     0.031466252      0.81120000
       5.6354167     0.095450000     0.031466252       0.0000000
       5.6458333     0.095450000     0.031466252       0.0000000
       5.6562500     0.095450000     0.031466252       0.0000000
