       0.0000000      -999.00000      -999.00000      -999.00000
     0.010416667       246.90499       22.738589       2110.7253
     0.020833333       258.98887       24.769654       209.37870
     0.031250000       251.26705       14.762994      -1031.7804
     0.041666667      -999.00000      -999.00000      -999.00000
     0.052083333       217.66805       31.413444      -379.62519
     0.062500000      -999.00000      -999.00000      -999.00000
     0.072916667       235.44933       40.865862       1794.3207
     0.083333333       259.04027       21.540738       1713.7151
     0.093750000       271.15173       74.171516      -461.70743
      0.10416667       249.42137       38.007985      -3061.9648
      0.11458333      -999.00000      -999.00000      -999.00000
      0.12500000       144.97001       5.2962193      -4613.8676
      0.13541667      -999.00000      -999.00000      -999.00000
      0.14583333       57.176884       91.259666       2714.3641
      0.15625000       121.53710       47.107330       2945.9296
      0.16666667       118.55042       83.209814       1851.6837
      0.17708333      -999.00000      -999.00000      -999.00000
      0.18750000       246.22740       9.7526069       2050.5797
      0.19791667      -999.00000      -999.00000      -999.00000
      0.20833333       203.99124       21.833073      -742.27489
      0.21875000       202.95223       26.264751       247.21626
      0.22916667       209.14158       57.380658       544.43261
      0.23958333       214.29458       21.150158       566.58144
      0.25000000       220.94536       25.426201      -263.06750
      0.26041667       208.81401       15.967129      -861.66856
      0.27083333      -999.00000      -999.00000      -999.00000
      0.28125000       203.48513       3.2275445       793.37013
      0.29166667       217.21376       56.461198      -1427.7696
      0.30208333       173.73993       72.084151      -1433.6890
      0.31250000       187.34523       65.896278      -3404.4880
      0.32291667       102.81309       1.9331665      -5830.5869
      0.33333333      -999.00000      -999.00000      -999.00000
      0.34375000       76.529979       3.2465407       4502.1536
      0.35416667       153.44691       81.079591       1531.5331
      0.36458333       108.43692       35.506784      -43.108151
      0.37500000       152.54882       47.020742       931.83857
      0.38541667       127.85022       38.284492       9.4922619
      0.39583333       152.74658       38.398870       1920.0476
      0.40625000      -999.00000      -999.00000      -999.00000
      0.41666667       173.16413       4.0326289      -360.52781
      0.42708333      -999.00000      -999.00000      -999.00000
      0.43750000       137.72458       67.407711      -958.14011
      0.44791667       131.61353       84.676246      -2217.2901
      0.45833333       91.531041       34.707449      -2836.7820
      0.46875000      -999.00000      -999.00000      -999.00000
      0.47916667       74.562136       6.3666330      -143.89540
      0.48958333      -999.00000      -999.00000      -999.00000
      0.50000000       85.535399       42.501432       1453.9508
      0.51041667       105.51007       74.948268       492.46234
      0.52083333       95.795032       16.824029       1560.5046
      0.53125000       138.02058       91.342437       1353.5588
